1	0.6649092
2	0.6700059
3	0.6719858
4	0.6704142
5	0.6754177
6	0.674865
7	0.6700783
8	0.6688702
9	0.6701156
10	0.6713329
11	0.6754601
12	0.6740196
13	0.6740604
14	0.668522
15	0.6723164
16	0.6712934
17	0.6687737
18	0.6636829
19	0.6724806
20	0.6658081
21	0.6692708
22	0.6771861
23	0.6726309
24	0.6648901
25	0.6696005
26	0.6680328
27	0.665522
28	0.6731437
29	0.6785965
30	0.6825284
31	0.6792319
32	0.6750539
33	0.6744017
34	0.6791759
35	0.684678
36	0.681213
37	0.68362
38	0.6837349
39	0.681302
40	0.6834586
41	0.6824324
42	0.6835347
43	0.6813688
44	0.683153
45	0.6813612
46	0.6858924
47	0.6890101
48	0.6932177
49	0.6906077
50	0.6892211
51	0.687399
52	0.6823339
53	0.6785425
54	0.6773934
55	0.676399
56	0.6744939
57	0.674475
58	0.6774194
59	0.678115
60	0.6818545
61	0.6797753
62	0.6824877
63	0.6842105
64	0.6817434
65	0.6793388
66	0.674477
67	0.6781803
68	0.6871838
69	0.6904962
70	0.6895973
71	0.6876061
72	0.6876076
73	0.6868512
74	0.6875
75	0.6880342
76	0.6948718
77	0.695
78	0.6877602
79	0.6900585
80	0.6961921
81	0.6918556
82	0.6930116
83	0.6963394
84	0.694187
85	0.6994949
86	0.7052897
87	0.7068677
88	0.7104603
89	0.7090909
90	0.7055418
91	0.7054393
92	0.7086811
93	0.7113317
94	0.7073579
95	0.7094371
96	0.7096248
97	0.7176187
98	0.7172035
99	0.7106084
100	0.7095016
101	0.7169231
102	0.7175399
103	0.7199108
104	0.7202337
105	0.7210983
106	0.7181688
107	0.7131728
108	0.7123675
109	0.7194951
110	0.7157605
111	0.715666
112	0.7214674
113	0.7216633
114	0.7237277
115	0.7194337
116	0.7191651
117	0.720681
118	0.7181083
119	0.7142857
120	0.7122612
121	0.7173123
122	0.7151371
123	0.7132785
124	0.712305
125	0.7161622
126	0.7187852
127	0.7177643
128	0.7111717
129	0.7097124
130	0.7092275
131	0.7087533
132	0.7031746
133	0.7018634
134	0.7031963
135	0.7048768
136	0.7013958
137	0.7007335
138	0.7024555
139	0.7041785
140	0.7064911
141	0.7076212
142	0.7080491
143	0.7027391
144	0.7010724
145	0.698385
146	0.7012538
147	0.6982426
148	0.6958333
149	0.6925911
150	0.6956348
151	0.6952941
152	0.6956354
153	0.6972828
154	0.6999627
155	0.702329
156	0.7044003
157	0.7059841
158	0.7063248
159	0.708865
160	0.7096346
161	0.7100785
162	0.7109475
163	0.7135254
164	0.7169288
165	0.7174847
166	0.7199158
167	0.7258778
168	0.7257408
169	0.7269352
170	0.7235476
171	0.7223445
172	0.7241755
173	0.7255901
174	0.7275862
175	0.7311012
176	0.7320549
177	0.7352488
178	0.7352941
179	0.740263
180	0.7418465
181	0.7444528
182	0.7472637
183	0.7464056
184	0.7477723
185	0.749003
186	0.7501253
187	0.7505035
188	0.7498732
189	0.7522843
190	0.7540609
191	0.7526062
192	0.7560294
193	0.7549923
194	0.7551813
195	0.7544503
196	0.7545335
197	0.7532502
198	0.7491935
199	0.7512248
200	0.7486824
201	0.7528914
202	0.7529311
203	0.7529892
204	0.7502983
205	0.7516536
206	0.749924
207	0.7528789
208	0.7503169
209	0.7499189
210	0.7471947
211	0.7492375
212	0.7460097
213	0.745429
214	0.7461121
215	0.7450766
216	0.7430581
217	0.7419599
218	0.7411265
219	0.7418468
220	0.7384802
221	0.7365344
222	0.7402486
223	0.7346939
224	0.738009
225	0.7344398
226	0.730842
227	0.7275796
228	0.7239325
229	0.7261114
230	0.7247755
231	0.7288961
232	0.7243875
233	0.7236615
234	0.717606
235	0.7192671
236	0.7185592
237	0.7170762
238	0.7099483
239	0.7084723
240	0.7090415
241	0.7030812
242	0.6977904
243	0.6980449
244	0.6928302
245	0.6886503
246	0.6868045
247	0.6826051
248	0.6773378
249	0.6751313
250	0.6642468
251	0.6642202
252	0.6547507
253	0.6512968
254	0.6476938
255	0.641206
256	0.6419753
257	0.6433054
258	0.6425486
259	0.6340659
260	0.6304107
261	0.6302142
262	0.6251429
263	0.6251469
264	0.6134454
265	0.6115288
266	0.6035578
267	0.5952694
268	0.585034
269	0.5826446
270	0.5784314
271	0.5805515
272	0.5828402
273	0.5848485
274	0.571205
275	0.5645933
276	0.5637255
277	0.557947
278	0.5538721
279	0.5532646
280	0.546875
281	0.5422535
282	0.5492958
283	0.5571429
284	0.5513514
285	0.5496324
286	0.5475285
287	0.5456349
288	0.5405405
289	0.5320513
290	0.5367483
291	0.536036
292	0.5337995
293	0.5317073
294	0.5298507
295	0.5430809
296	0.5486486
297	0.5576923
298	0.5527066
299	0.5655977
300	0.5766871
301	0.5786164
302	0.5705128
303	0.5695793
304	0.5785953
305	0.5847751
306	0.5785714
307	0.5860806
308	0.5862069
309	0.5898438
310	0.5846774
311	0.5743802
312	0.5738397
313	0.543379
314	0.538835
315	0.5487179
316	0.5591398
317	0.5505618
318	0.545977
319	0.5454545
320	0.5592105
321	0.5616438
322	0.5652174
323	0.5407407
324	0.5328467
325	0.5338346
326	0.5298507
327	0.5267176
328	0.4878049
329	0.487395
330	0.4830508
331	0.4833333
332	0.4827586
333	0.4869565
334	0.4778761
335	0.4678899
336	0.4537037
337	0.4622642
338	0.45
339	0.44
340	0.443299
341	0.4516129
342	0.4782609
343	0.5
344	0.5121951
345	0.5301205
346	0.5365854
347	0.5365854
348	0.5432099
349	0.5365854
350	0.5308642
351	0.5465116
352	0.5647059
353	0.5555556
354	0.5945946
355	0.6056338
356	0.625
357	0.6376812
358	0.6338028
359	0.6849315
360	0.6712329
361	0.6760563
362	0.6716418
363	0.6764706
364	0.6818182
365	0.704918
366	0.7
367	0.7258065
368	0.7619048
369	0.7692308
370	0.7777778
371	0.7868852
372	0.779661
373	0.7678571
374	0.7678571
375	0.7407407
376	0.7254902
377	0.72
378	0.72
