-1.0,1503
0.0,5
1.0,42
2.0,27
3.0,251
4.0,7
5.0,20
6.0,17
7.0,17
8.0,3
9.0,179
10.0,48
11.0,17
12.0,3
13.0,7
14.0,10
15.0,184
16.0,46
17.0,196
18.0,3
19.0,10
20.0,128
21.0,65
22.0,27
23.0,249
24.0,6
25.0,17
26.0,47
27.0,29
28.0,76
29.0,12
30.0,67
31.0,17
32.0,40
33.0,154
34.0,5
35.0,202
36.0,16
37.0,3
38.0,12
39.0,16
40.0,146
41.0,3
42.0,4
43.0,3
44.0,122
45.0,21
46.0,176
47.0,39
48.0,5
49.0,69
50.0,15
51.0,115
52.0,55
53.0,19
54.0,3
55.0,19
56.0,95
57.0,4
58.0,7
59.0,36
60.0,45
61.0,4
62.0,7
63.0,46
64.0,114
65.0,14
66.0,16
67.0,55
68.0,29
69.0,5
70.0,75
71.0,16
72.0,3
73.0,16
74.0,14
75.0,12
76.0,30
77.0,26
78.0,35
79.0,3
80.0,18
81.0,7
82.0,5
83.0,20
84.0,30
85.0,31
86.0,3
87.0,21
88.0,4
89.0,24
90.0,4
91.0,49
92.0,3
93.0,3
94.0,82
95.0,19
96.0,6
97.0,15
98.0,66
99.0,10
100.0,23
101.0,7
102.0,37
103.0,6
104.0,25
105.0,10
106.0,4
107.0,22
108.0,7
109.0,27
110.0,24
111.0,41
112.0,10
113.0,14
114.0,35
115.0,4
116.0,14
117.0,3
118.0,22
119.0,3
120.0,12
121.0,32
122.0,5
123.0,28
124.0,3
125.0,4
126.0,20
127.0,67
128.0,8
129.0,3
130.0,10
131.0,44
132.0,4
133.0,9
134.0,11
135.0,3
136.0,52
137.0,23
138.0,22
139.0,38
140.0,8
141.0,41
142.0,27
143.0,4
144.0,4
145.0,30
146.0,37
147.0,3
148.0,19
149.0,13
150.0,36
151.0,9
152.0,3
153.0,7
154.0,37
155.0,13
156.0,62
157.0,11
158.0,15
159.0,5
160.0,10
161.0,132
162.0,8
163.0,23
164.0,5
165.0,6
166.0,5
167.0,13
168.0,8
169.0,14
170.0,3
171.0,10
172.0,4
173.0,34
174.0,12
175.0,16
176.0,10
177.0,5
178.0,17
179.0,42
180.0,4
181.0,12
182.0,7
183.0,4
184.0,7
185.0,3
186.0,18
187.0,8
188.0,17
189.0,19
190.0,6
191.0,6
192.0,4
193.0,5
194.0,27
195.0,13
196.0,3
197.0,47
198.0,8
199.0,6
200.0,43
201.0,5
202.0,7
203.0,27
204.0,6
205.0,36
206.0,4
207.0,36
208.0,11
209.0,12
210.0,6
211.0,23
212.0,7
213.0,3
214.0,7
215.0,4
216.0,6
217.0,6
218.0,7
219.0,48
220.0,9
221.0,8
222.0,15
223.0,4
224.0,19
225.0,14
226.0,6
227.0,4
228.0,5
229.0,11
230.0,5
231.0,5
232.0,4
233.0,3
234.0,18
235.0,3
236.0,20
237.0,17
238.0,4
239.0,12
240.0,21
241.0,15
242.0,6
243.0,9
244.0,25
245.0,20
246.0,4
247.0,7
248.0,11
249.0,3
250.0,3
251.0,3
252.0,8
253.0,5
254.0,8
255.0,6
256.0,8
257.0,37
258.0,22
259.0,3
260.0,4
261.0,14
262.0,16
263.0,5
264.0,14
265.0,4
266.0,8
267.0,16
268.0,16
269.0,12
270.0,15
271.0,21
272.0,18
273.0,5
274.0,7
275.0,4
276.0,6
277.0,20
278.0,3
279.0,3
280.0,8
281.0,21
282.0,5
283.0,43
284.0,28
285.0,9
286.0,12
287.0,14
288.0,16
289.0,3
290.0,3
291.0,5
292.0,20
293.0,8
294.0,26
295.0,10
296.0,5
297.0,19
298.0,3
299.0,13
300.0,10
301.0,4
302.0,21
303.0,12
304.0,5
305.0,3
306.0,3
307.0,6
308.0,12
309.0,3
310.0,5
311.0,3
312.0,3
313.0,16
314.0,19
315.0,4
316.0,7
317.0,7
318.0,3
319.0,7
320.0,3
321.0,7
322.0,4
323.0,6
324.0,3
325.0,7
326.0,9
327.0,8
328.0,6
329.0,3
330.0,3
331.0,5
332.0,24
333.0,5
334.0,13
335.0,7
336.0,6
337.0,16
338.0,5
339.0,6
340.0,4
341.0,3
342.0,3
343.0,3
344.0,9
345.0,3
346.0,5
347.0,5
348.0,3
349.0,3
350.0,3
351.0,3
352.0,18
353.0,5
354.0,3
355.0,8
356.0,3
357.0,3
358.0,5
359.0,6
360.0,3
361.0,4
362.0,3
363.0,6
364.0,3
365.0,7
366.0,5
367.0,7
368.0,5
369.0,4
370.0,3
371.0,23
372.0,3
373.0,7
374.0,10
375.0,3
376.0,4
377.0,3
378.0,4
379.0,3
380.0,13
381.0,4
382.0,3
383.0,4
384.0,5
385.0,4
386.0,10
387.0,8
388.0,3
389.0,3
390.0,7
391.0,4
392.0,27
393.0,7
394.0,3
395.0,6
396.0,11
397.0,5
398.0,5
399.0,8
400.0,4
401.0,4
402.0,3
403.0,5
404.0,8
405.0,3
406.0,8
407.0,13
408.0,3
409.0,3
410.0,4
411.0,4
412.0,4
413.0,4
414.0,3
415.0,6
416.0,4
417.0,3
418.0,4
419.0,3
420.0,3
421.0,4
422.0,3
423.0,5
424.0,4
425.0,6
426.0,8
427.0,4
428.0,3
429.0,6
430.0,5
431.0,3
432.0,5
433.0,3
434.0,3
435.0,3
436.0,20
437.0,5
438.0,3
439.0,5
440.0,3
441.0,14
442.0,3
443.0,4
444.0,5
445.0,12
446.0,13
447.0,5
448.0,4
449.0,6
450.0,4
451.0,3
452.0,3
453.0,3
454.0,9
455.0,3
456.0,10
457.0,3
458.0,3
459.0,3
460.0,7
461.0,5
462.0,3
463.0,3
464.0,3
465.0,8
466.0,3
467.0,3
468.0,5
469.0,9
470.0,3
471.0,4
472.0,4
473.0,3
474.0,5
475.0,4
476.0,3
477.0,6
478.0,4
479.0,3
480.0,4
481.0,12
482.0,3
483.0,12
484.0,5
485.0,3
486.0,3
487.0,4
488.0,3
489.0,3
490.0,3
491.0,3
492.0,3
493.0,3
494.0,3
495.0,3
496.0,6
497.0,7
498.0,4
499.0,4
500.0,4
501.0,6
502.0,4
503.0,4
504.0,3
505.0,5
506.0,3
507.0,5
508.0,3
509.0,5
510.0,3
511.0,3
512.0,3
513.0,3
514.0,3
515.0,6
516.0,3
517.0,3
518.0,3
519.0,4
520.0,5
521.0,4
522.0,5
523.0,3
524.0,3
525.0,5
526.0,3
527.0,3
528.0,6
529.0,3
530.0,3
531.0,3
532.0,3
533.0,3
534.0,4
535.0,3
536.0,3
537.0,5
538.0,3
539.0,3
540.0,3
541.0,3
542.0,3
543.0,3
544.0,5
545.0,3
546.0,3
547.0,3
548.0,3
549.0,3
550.0,3
551.0,4
552.0,4
553.0,3
554.0,4
555.0,4
556.0,6
557.0,3
558.0,5
559.0,3
560.0,3
561.0,4
