cluster,lat,lng
140.0,40.774898529411765,-73.94808535294118
141.0,40.71543224999999,-73.96027087499999
142.0,40.752587,-73.989569
143.0,40.77403668421052,-73.87456585964912
144.0,40.71313763636363,-73.95847109090909
145.0,40.72638892857143,-74.0019002142857
146.0,40.796347999999995,-73.94956716666667
147.0,40.78806884615385,-73.9747264230769
148.0,40.71960022916666,-73.98491875
149.0,40.759014,-73.99405379999999
150.0,40.724604199999995,-73.99376555999999
151.0,40.791671199999996,-73.96483759999998
152.0,40.72378686666668,-73.99668940000001
153.0,40.70903657142857,-74.01700714285714
154.0,40.705253533333334,-74.00750786666666
155.0,40.738263875,-74.009587125
156.0,40.727747294117655,-74.00308382352942
157.0,40.718996374999996,-73.99751675
158.0,40.77575566666667,-73.96450566666665
159.0,40.71434666666667,-74.00619359999999
160.0,40.777162235294114,-73.96356611764705
161.0,40.716197799999996,-73.989508
162.0,40.77641886363637,-73.97634751515152
163.0,40.76480125,-73.98446906250001
164.0,40.79317485294117,-73.96728408823526
165.0,40.723696200000006,-73.9508958
166.0,40.7687402,-73.96771240000001
167.0,40.72977611538462,-73.99885561538461
168.0,40.728743625,-73.99245275000001
169.0,40.75988475,-73.98793575
170.0,40.76731642857143,-73.95346509523809
171.0,40.68425475,-73.99215699999999
172.0,40.646618000000004,-73.77739966666667
173.0,40.803167,-73.96483366666666
174.0,40.74699163636364,-74.00099845454548
175.0,40.713573,-73.96192157142858
176.0,40.790023000000005,-73.96963483333333
177.0,40.810609818181824,-73.96214886363636
178.0,40.75986366666667,-73.97785933333334
179.0,40.64528549999999,-73.77673244642858
180.0,40.718498499999995,-73.96156325000001
181.0,40.795951,-73.96906533333333
182.0,40.72339925,-73.995592
183.0,40.77708266666666,-73.9865858888889
184.0,40.77058366666666,-73.86701466666666
185.0,40.72931572727272,-73.97819260606065
186.0,40.672445571428575,-73.96883714285714
187.0,40.77452253846155,-73.96351582051281
188.0,40.77822354999999,-73.95863499999999
189.0,40.71494246835443,-74.00799017721519
190.0,40.741356555555555,-73.97528677777777
191.0,40.731082333333326,-73.99211458333333
192.0,40.767895624999994,-73.99583925
193.0,40.734402384615386,-73.99479607692308
194.0,40.778288749999994,-73.945524125
195.0,40.77599752941177,-73.95818802941176
196.0,40.7690922,-73.95218270000001
197.0,40.769205799999995,-73.9631126
198.0,40.7107353,-73.98484429999999
199.0,40.81464866666666,-73.95923144444444
200.0,40.7657234,-73.99085695000001
201.0,40.76931916279069,-73.99222932558138
202.0,40.750571226415076,-74.00216901886795
203.0,40.73989033333333,-73.97636533333333
204.0,40.720364499999995,-73.95542525
205.0,40.80013533333333,-73.958721
206.0,40.7507335,-74.005570375
207.0,40.737940745454544,-73.98093965454545
208.0,40.7661216,-73.9815278
209.0,40.746029,-73.97190511111111
210.0,40.76736888571429,-73.96893419999999
211.0,40.84740285714285,-73.93965828571429
212.0,40.745114941176475,-73.9983190784314
213.0,40.7105685,-73.95821575
214.0,40.777874,-73.9748587
215.0,40.77245925,-73.97887045000002
216.0,40.77292713513513,-73.96675171621624
217.0,40.715988200000005,-74.0110808
218.0,40.77337761538461,-73.96217915384615
219.0,40.71939192592592,-74.01029433333335
220.0,40.72576425,-73.996504
221.0,40.788019999999996,-73.94942200000001
222.0,40.79279945454545,-73.94088527272726
223.0,40.6963915,-73.98863866666666
224.0,40.776180777777775,-73.98339166666666
225.0,40.765273641025644,-73.9550991794872
226.0,40.71115922222222,-74.01599211111113
227.0,40.70259575,-73.9936295
228.0,40.7825483,-73.95337553333334
229.0,40.782898,-73.95729220000001
230.0,40.765316750000004,-73.98546425
231.0,40.762408,-73.98613233333333
232.0,40.7035915,-74.01159237499998
233.0,40.711504,-74.00563416666667
234.0,40.74729275,-73.99348925000001
235.0,40.764924851851845,-73.9917655925926
236.0,40.784841,-73.98232
237.0,40.749800916666665,-73.98582008333334
238.0,40.77088633333333,-73.96819933333333
239.0,40.705013199999996,-74.017276
240.0,40.801349384615385,-73.96146984615385
241.0,40.71092177777778,-73.96007866666667
242.0,40.80106116666666,-73.95788308333333
243.0,40.714821,-73.97644
244.0,40.742462499999995,-73.974439625
245.0,40.790150857142855,-73.94284285714286
246.0,40.77975125531914,-73.98458436170212
247.0,40.674241,-73.98210133333333
248.0,40.71718325,-73.98892675
249.0,40.725872818181806,-74.0083749090909
250.0,40.729556,-73.9933355
251.0,40.798479666666665,-73.96346150000001
252.0,40.76704318750001,-73.98998825
253.0,40.724584199999995,-73.9985116
254.0,40.7735283076923,-73.98534384615385
255.0,40.720259799999994,-74.01197340000002
256.0,40.77233590476189,-73.94678904761903
257.0,40.77212284375,-73.965200125
258.0,40.786078249999996,-73.945890625
259.0,40.75876483333333,-73.9612935
260.0,40.72118424999999,-73.995037
261.0,40.75697735294118,-73.96118694117646
262.0,40.76517694444445,-73.96599411111112
263.0,40.71902245454545,-74.00686927272729
264.0,40.714736,-73.944395
265.0,40.82229325,-73.953642
266.0,40.788908,-73.94866575
267.0,40.80288294117648,-73.96401311764707
268.0,40.76534133333333,-73.97958133333333
269.0,40.74987525925926,-73.99892011111112
270.0,40.81174333333333,-73.9613035
271.0,40.780727750000004,-73.952700625
272.0,40.72428633333333,-74.00123599999999
273.0,40.71430733333333,-73.96505966666668
274.0,40.641198333333335,-73.78656
275.0,40.7749069090909,-73.98444481818183
276.0,40.71077525,-74.00893575
277.0,40.79938228571429,-73.96272285714288
278.0,40.7042014,-74.00884700000002
279.0,40.796690999999996,-73.97225
280.0,40.78044633333334,-73.95322800000001
281.0,40.74908727272728,-73.99586772727274
282.0,40.78324408333333,-73.95917825000002
283.0,40.78390405555555,-73.98155122222221
284.0,40.79823571428572,-73.94205357142857
285.0,40.823861,-73.9524725
286.0,40.70796333333333,-74.01388533333333
287.0,40.70738133333333,-74.0044838888889
288.0,40.77145945454545,-73.95058036363635
289.0,40.731322666666664,-73.97421033333335
290.0,40.72596592307692,-74.00755846153845
291.0,40.78242433333333,-73.9827055
292.0,40.678884000000004,-73.97379533333334
293.0,40.82011988888889,-73.9552901111111
294.0,40.7151455,-73.991736
295.0,40.72979041666667,-74.00991191666667
296.0,40.695726666666665,-73.98424766666666
297.0,40.76504766666667,-73.978119
298.0,40.78612613333333,-73.95086313333333
299.0,40.71620836842105,-74.01307836842106
300.0,40.713688250000004,-73.9515382
301.0,40.7104106,-73.96383669999999
302.0,40.75221100000001,-74.000722
303.0,40.71748425,-73.99918199999999
304.0,40.693912142857144,-73.99259399999998
305.0,40.710378166666665,-74.0095965
306.0,40.76419833333333,-73.95438766666668
307.0,40.71714418181818,-74.00619300000001
308.0,40.80794142857143,-73.9452492857143
309.0,40.7897828,-73.97347579999999
310.0,40.730499333333334,-73.99272433333334
311.0,40.7683935,-73.98917375
312.0,40.7876899122807,-73.96769245614037
313.0,40.798797500000006,-73.94127075
314.0,40.790871,-73.96900866666668
315.0,40.758594333333335,-73.95989466666667
316.0,40.71081625,-73.98647475
317.0,40.71407657142857,-73.95572657142857
318.0,40.76076575,-73.95817308333334
319.0,40.7683838,-73.9572876
320.0,40.794893,-73.971645375
321.0,40.786173625,-73.955121
322.0,40.675793299999995,-73.9714493
323.0,40.716421625,-74.004343
324.0,40.708063071428576,-73.93989728571428
325.0,40.726527250000004,-74.0026895
326.0,40.7292215,-73.99680125
327.0,40.72496533333334,-73.995598
328.0,40.64861392857143,-73.7834652857143
329.0,40.690143,-73.99444814285714
330.0,40.79674842857143,-73.93800685714287
331.0,40.75469028571428,-73.99540385714286
332.0,40.74715722222223,-73.97245455555554
333.0,40.715672500000004,-74.005062
334.0,40.77502891666666,-73.965257
335.0,40.75356247058823,-73.99617588235294
336.0,40.72596575,-74.00913075
337.0,40.768990111111115,-73.96963666666666
338.0,40.673833571428574,-73.96962842857144
339.0,40.79343674999999,-73.974589375
340.0,40.77596166666667,-73.98742983333334
341.0,40.8023248,-73.94541319999999
342.0,40.67031933333333,-73.98871733333334
343.0,40.74078233333333,-73.99577599999999
344.0,40.744147,-73.92795066666667
345.0,40.71427619999999,-73.9996918
346.0,40.74356933333333,-74.00197100000001
347.0,40.78794858333333,-73.97869991666667
348.0,40.78719316666666,-73.956332
349.0,40.744915,-73.949043
350.0,40.71179133333333,-73.96305466666668
351.0,40.7175392,-74.0140074
352.0,40.773576125,-73.98323249999999
353.0,40.7422088,-73.99883739999999
354.0,40.68682766666666,-73.97553766666665
355.0,40.7902985,-73.947733
356.0,40.77248384210526,-73.9495902631579
357.0,40.67508300000001,-73.98135866666667
358.0,40.750984833333334,-73.99785483333334
359.0,40.7123902,-74.010022
360.0,40.785747666666666,-73.97072966666667
361.0,40.72002666666666,-73.97868066666666
362.0,40.73356999999999,-73.97648633333334
363.0,40.792366,-73.94626225
364.0,40.810666600000005,-73.95283219999999
365.0,40.718056555555556,-73.9998457777778
366.0,40.719839714285705,-73.998738
367.0,40.704256,-74.012352
368.0,40.7822419,-73.9716208
369.0,40.6822768,-73.99337
370.0,40.783842285714286,-73.95452542857143
371.0,40.7434724,-73.9727484
372.0,40.7530592,-73.9670472
373.0,40.733259249999996,-74.00862599999999
374.0,40.709328666666664,-74.005872
375.0,40.769005,-73.9885811111111
376.0,40.722795,-73.99837999999998
377.0,40.74529458333333,-74.00592416666667
378.0,40.722089000000004,-74.008283
379.0,40.79644269230769,-73.96131538461539
380.0,40.64672777777778,-73.78976533333334
381.0,40.7740252,-73.988817
382.0,40.72718171428571,-73.9527827142857
383.0,40.75677366666667,-73.929672
384.0,40.7958024,-73.938739
385.0,40.825369375,-73.9513055
386.0,40.81064425,-73.94359800000001
387.0,40.76796845454546,-73.964008
388.0,40.71895120000001,-73.9628954
389.0,40.7527764,-73.9657746
390.0,40.79139845454546,-73.95322
391.0,40.78106057894736,-73.96073278947367
392.0,40.71413855555555,-73.9494501111111
393.0,40.767603333333334,-73.99104066666668
394.0,40.779741714285706,-73.95766014285712
395.0,40.7124472,-73.9409378
396.0,40.714387875,-73.96112537500001
397.0,40.752038,-74.00278475
398.0,40.746662199999996,-73.9921674
399.0,40.74507585714286,-74.00243057142856
400.0,40.76630366666667,-73.91960666666667
401.0,40.77009792857143,-73.95141442857143
402.0,40.797608000000004,-73.94876085714284
403.0,40.722297299999994,-73.94993530000002
404.0,40.74578275,-73.99941075000001
405.0,40.774107599999994,-73.87297933333333
406.0,40.777748571428575,-73.98879785714287
407.0,40.71678575,-73.954695625
408.0,40.715405833333335,-74.01590394444445
409.0,40.779614562499994,-73.9735330625
410.0,40.844898,-73.924049
411.0,40.7746715,-73.97711087500001
412.0,40.711667181818186,-74.00827100000001
413.0,40.7257825,-73.99746149999999
414.0,40.789259875,-73.95470337500001
415.0,40.780376727272724,-73.95697572727273
416.0,40.75421,-73.99941766666667
417.0,40.766222,-73.97163400000001
418.0,40.733883,-73.97780954545455
419.0,40.76248175,-73.97657600000001
420.0,40.786391384615385,-73.97969353846155
421.0,40.7189254,-73.9995392
422.0,40.7167435,-73.9588565
423.0,40.708332,-73.94842
424.0,40.74453375,-73.97480975
425.0,40.80429833333333,-73.94806166666666
426.0,40.717268181818184,-73.99848672727272
427.0,40.80265920000001,-73.9567048
428.0,40.684787666666665,-73.97788233333334
429.0,40.711807799999995,-73.9441298
430.0,40.74397666666666,-73.92481966666666
431.0,40.779871,-73.96167925
432.0,40.794707,-73.94451383333333
433.0,40.74774033333333,-73.98273966666666
434.0,40.81823440000001,-73.95271299999999
435.0,40.726420000000005,-73.998777
436.0,40.76663466666667,-73.95305633333334
437.0,40.70508616666667,-73.93941366666667
438.0,40.82656733333334,-73.95054133333333
439.0,40.7079314,-74.011699
440.0,40.73059733333333,-73.95437633333334
441.0,40.676262,-73.98047133333333
442.0,40.72569283333333,-74.00106166666667
443.0,40.781523,-73.9796094
444.0,40.6838255,-73.97871574999999
445.0,40.77932255555556,-73.98821177777778
446.0,40.71056428571428,-74.01679771428572
447.0,40.76539366666666,-73.997571
448.0,40.676392666666665,-73.98368566666666
449.0,40.6835702,-73.9976083
450.0,40.76970127272727,-73.96691136363637
451.0,40.759688833333335,-73.97008133333333
452.0,40.719558,-73.9912225
453.0,40.71177533333333,-73.94555899999999
454.0,40.754003,-73.99735533333335
455.0,40.717944571428575,-73.95551842857144
456.0,40.75996225,-73.99304775
457.0,40.74399825,-73.97344533333332
458.0,40.7474165,-73.99667325
459.0,40.7882205,-73.95348175000001
460.0,40.715649,-73.99481999999999
461.0,40.78782266666666,-73.95581600000001
462.0,40.69456233333333,-73.98361933333332
463.0,40.721414,-73.98096733333334
464.0,40.787935,-73.9443855
465.0,40.778482000000004,-73.9482472
466.0,40.77972975,-73.97064175
467.0,40.761838,-74.00106425000001
468.0,40.771110500000006,-73.9809305
469.0,40.74845800000001,-74.0059434
470.0,40.70905066666666,-74.005295
471.0,40.76851644444444,-73.98726144444444
472.0,40.688464249999996,-73.98927275
473.0,40.71292366666667,-73.96953566666666
474.0,40.7153855,-73.9520435
475.0,40.709643,-74.010264
476.0,40.74371625,-73.9780195
477.0,40.715997,-73.99628966666667
478.0,40.729174,-73.99512499999999
479.0,40.774791750000006,-73.99113299999999
480.0,40.722552,-73.94726033333332
481.0,40.73818857142857,-73.97360885714286
482.0,40.70286166666667,-73.98836033333333
483.0,40.705664799999994,-74.01340459999999
484.0,40.783042,-73.944868
485.0,40.722991,-74.00233
486.0,40.71300945,-74.0041603
487.0,40.7856705,-73.97866183333333
488.0,40.693632666666666,-73.98312366666666
489.0,40.7464454,-73.9751828
490.0,40.768181999999996,-73.920374
491.0,40.728958,-73.99386599999998
492.0,40.747748200000004,-73.9945634
493.0,40.788670333333336,-73.95527633333334
494.0,40.704506,-74.01417566666667
495.0,40.709651666666666,-74.01341266666667
496.0,40.7920126,-73.9718916
497.0,40.717546999999996,-74.01066866666666
498.0,40.678211,-73.9731685
499.0,40.750957666666665,-74.00498733333333
500.0,40.679962333333336,-73.99931366666668
501.0,40.761915,-73.92521166666666
502.0,40.752904,-73.975111
503.0,40.734560666666674,-74.001053
504.0,40.68198666666667,-73.97987866666666
505.0,40.772929250000004,-73.9539795
506.0,40.755562,-73.96198250000002
507.0,40.709615,-74.014866
508.0,40.72176760000001,-74.00041960000001
509.0,40.708807,-74.00241475
510.0,40.7081756,-74.0064484
511.0,40.84112075,-73.939844
512.0,40.77557266666667,-73.945849
513.0,40.720757750000004,-73.99571999999999
514.0,40.80447100000001,-73.93772325
515.0,40.75259533333334,-73.99509933333333
516.0,40.7472334,-73.99719240000002
517.0,40.715843,-73.986102
518.0,40.708709999999996,-74.00707533333333
519.0,40.733445857142854,-73.95477614285714
520.0,40.71690475,-73.9499835
521.0,40.76923869230769,-73.9652356923077
522.0,40.80188575,-73.94991675
523.0,40.76047166666667,-73.96250666666667
524.0,40.710931333333335,-73.95094533333334
525.0,40.690789800000005,-73.9962448
526.0,40.76206166666667,-73.925883
527.0,40.7966185,-73.96486475
528.0,40.80419537499999,-73.963037375
529.0,40.7227655,-73.99434133333334
530.0,40.7049338,-74.0161178
531.0,40.68590433333333,-73.99643200000001
532.0,40.70963614285715,-74.00636499999999
533.0,40.728331000000004,-73.95341966666668
534.0,40.76762685714285,-73.96627271428572
535.0,40.817598,-73.95681533333334
536.0,40.77899933333334,-73.960167
537.0,40.752241,-73.99954225
538.0,40.71665833333333,-73.96350366666667
539.0,40.744784,-73.93184166666667
540.0,40.80747733333333,-73.953168
541.0,40.765142499999996,-73.97876725
542.0,40.708130000000004,-74.01300033333334
543.0,40.763087250000005,-73.95656199999999
544.0,40.81031133333334,-73.94736233333334
545.0,40.83824849999999,-73.94200325
546.0,40.79251875,-73.9641665
547.0,40.75417066666667,-73.99796833333333
548.0,40.743961333333324,-73.92419166666666
549.0,40.7154495,-73.9922235
550.0,40.715268333333334,-74.01044466666667
551.0,40.79791375,-73.939943
552.0,40.689811666666664,-73.99235533333334
553.0,40.743426,-74.00516233333333
554.0,40.77243433333333,-73.990008
555.0,40.7603215,-74.00294475
556.0,40.802494,-73.93885566666665
557.0,40.71793866666667,-73.95980300000001
558.0,40.80689233333333,-73.953649
559.0,40.772432499999994,-73.92585375
560.0,40.81176466666667,-73.95179233333333
561.0,40.736775333333334,-73.99457566666666
562.0,40.771859666666664,-73.95177199999999
563.0,40.663425499999995,-73.99126075
564.0,40.70408766666666,-74.01296733333334
565.0,40.718216000000005,-74.01486233333334
566.0,40.80060233333333,-73.96554333333334
567.0,40.83002733333333,-73.94799566666666
568.0,40.74054066666667,-74.004275
569.0,40.686019,-73.95445233333332
570.0,40.677276666666664,-73.98296866666666
571.0,40.713560666666666,-73.99864933333333
572.0,40.763915999999995,-73.91513333333333
